0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.5263460166158662,0.5098693999502033,0.47665729473240903,0.40569866546151445,0.318730627606743,0.2767433612046215,0.3413093710500892,0.399076864476124,0.4091083854091897,0.40919999257960615,0.40775349884070833,0.4020332257160173,0.47225626188302083,0.570354136774947,0.6681594326526645,0.7712863853136427,0.8683528624498313,0.9539480076001281,1.0,0.97273051413366,0.9015803015714994,0.8372391536017232,0.7847640281368138,0.7219621620821761,0.6283603071802326,0.5432367954859889,0.48497294684996684,0.5627839753747024,0.6122052094318411,0.5469573679168414,0.4767732607892192,0.5072460540299719,0.5384422180224542,0.5173458635462005,0.48478164947664437,0.42346110777532786,0.33949648334697446,0.31526451075276407,0.37819783494737,0.4248839396621542,0.4451564969394233,0.4361418413128675,0.4167906756270816,0.3997572010576227,0.4559480070780846,0.5586575789231509,0.6665368008942458,0.7705636363701349,0.8677653084883619,0.9476774436957234,0.9780048870375806,0.9412302884112931,0.8854354109581473,0.8214278240404327,0.7735591207780259,0.698679070038533,0.611536968020546,0.5493722008104052,0.6103532500243665,0.6653994943218908,0.5958333474180604,0.49597145841008894,0.4351306007526201,0.4324540137427326,0.3933171563142923,0.3493162250879398,0.2900439419127623,0.2266722456309851,0.14654792661240412,0.09096932345604403,0.1417837100928372,0.19795199086905058,0.2393965538603302,0.2833141299821649,0.35599948894968625,0.4294907141980784,0.4412917191820167,0.46740385472189105,0.556395988755717,0.6537863845699219,0.7568380796497851,0.8622827971764591,0.9428989544358051,0.9812175268793788,0.9526954881948408,0.8951819659060067,0.8322609652546173,0.7791824568378813,0.719003204068851,0.6250637691483822,0.5699741085005479,0.6438996130801264,0.687487449314109,0.6107567070349735,0.5185684472425227,0.5160233592889507,0.5185081792182786,0.5023566669688946,0.46248905754012526,0.4104575417085945,0.33189178537019215,0.2738412661433114,0.3117360945009202,0.36356049573913474,0.37244616521567053,0.3691120376227808,0.35854152922656235,0.34938218864543913,0.4028039964852761,0.49775716893666244,0.5976419443111509,0.6993267048971314,0.7959442486526709,0.8932237960102003,0.9568011383023478,0.9545837436088038,0.9068188360741893,0.8516530781179621,0.8034544745566325,0.7344179057651283,0.6449116812457074,0.5639572322564184,0.5882669417451178,0.6324191831055441,0.573508030143397,0.5376349134661385,0.5202861599154938,0.4410357203780073,0.40106891587786375,0.473976036522727,0.4628290221459941,0.41822328359070715,0.4760084876644326,0.5575704883957049,0.6468116656422049,0.7326092513867568,0.7884939777785016,0.8365754455451091,0.8929152520996073,0.8974765941526175,0.83375000635173,0.7384337212141139,0.630098094474854,0.525644742821322,0.43016638797282214,0.3406483670330176,0.28823268394426727,0.2820844689143258,0.30069272460997265,0.3013845545889118,0.28935571400793236,0.236337783206356,0.18057426847052316,0.19874844176105277,0.2800077760156796,0.3606883004219621,0.4187777927523655,0.4545435561083253,0.4445707592055763,0.37820835506056305,0.380372491170371,0.4765730695515753,0.504523331858918,0.4888339921231397,0.547717306638762,0.6303165601022549,0.7085697450273418,0.7662822533745053,0.819041648535463,0.8838272044473552,0.916827610554702,0.85963731627887,0.7711463559165694,0.6696770498257161,0.5600896561431248,0.4625957274156276,0.3881465776950086,0.3735883648371576,0.34567192445293715,0.27600583202696827,0.21556263995466596,0.17534102396917017,0.130629379780264,0.06157268593821996,0.0,0.01740158137330905,0.09763709906327112,0.1819450442130397,0.2463515011088626,0.3039703256302526,0.34666171507402854,0.3501212313621642,0.31287486965498124,0.3752834625822907,0.4720966257952375,0.4687592428811591,0.4768357576408082,0.552700892572056,0.6476585740978176,0.7202716267717508,0.7669421535477277,0.8280678187995427,0.8871816472028131,0.8906612059271692,0.8097291387657775,0.711619910528591,0.6077712529884574,0.5096066434945246,0.4118925470543049,0.34110861028252293,0.33248423823547535,0.36474737673863844,0.37636604527985895,0.3738862691176563,0.3502510453807255,0.2792378703866132,0.2184859428658812,0.24081217804898847,0.32380691191162514,0.39773671978597447,0.44378767189697843,0.4511226808229143,0.4151569344691399,0.3173757939684192,0.2822940951775821,0.370499618394875,0.4640019029837701,0.42137206074692823,0.39557717554915817,0.4647018528341156,0.5547107593942529,0.6456270630087064,0.7243135570140327,0.7777163513015188,0.8373846296665755,0.9091224023425095,0.9180887175675436,0.836048354706663,0.7313299852526725,0.628199753079195,0.5289014510786219,0.43755376861093565,0.3595818944633913,0.3246065907051565,0.3351688176313403,0.34606495993019637,0.34126136340492597,0.3222169127816765,0.2526794899988447,0.19158394888212538,0.2216069045777358,0.30899128076564475,0.39835104035249547,0.4447335683654954,0.46055471017275185
